objectid,identifier,filename,compound,title,creator,description,date-actual,date,location,latitude,longitude,Type,subject,format,language,rights,rightsstatement,,image_small,image_thumb,source,display_template
histhea0027,histhea0027,histhea0027.jpg,,[Photograph of a couple in costume in which a man grabs a woman in a forced embrace]<br><br>[Fotografía de actores disfrazados donde un hombre toma a una mujer en un abrazo forzado],,"Black and white photograph of a couple in costume in which a man grabs a woman in a forced embrace. The image shows a man and woman performing on stage in Miami, Florida. <br><br>Fotografía en blanco y negro de dos actores disfrazados donde un hombre toma a una mujer en un abrazo forzado. La imagen muestra a un hombre y una mujer actuando en el escenario en Miami, Florida.",[Unknown],[Unknown],"Miami, Florida",25.7616798,-80.1917902,Stillimage,Hispanic American theater; Photograph; Stage photography; Theater--Costume; Theater--Actors; Teatro hispanoamericano; Fotografía; Fotografía escénica; Teatro--Vestuario,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0028,histhea0028,histhea0028.jpg,,"[Photograph of the entire theater cast on stage at Centro Asturiano Theater in Tampa, Florida]<br><br> [Fotografía de un elenco completo en el escenario del teatro Centro Asturiano]",,"Black and white photograph of the entire theater cast on stage at Centro Asturiano Theater in Tampa, Florida. The image shows cast on the stage. <br><br> Fotografía en blanco y negro de un elenco completo en el escenario en el teatro Centro Asturiano en Tampa, Florida. La imagen muestra al elenco en el escenario.",[Unknown],[Unknown],[Unknown],,,Stillimage,Hispanic American theater; Photograph; Stage photography; Theater--Costume; Theater--Actors; Teatro hispanoamericano; Fotografía; Fotografía escénica; Teatro--Vestuario,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0029,histhea0029,histhea0029.jpg,,[Photograph of a woman and man embracing]<br><br>[Fotografía de una mujer y un hombre abrazándose],,"Black and white photograph of a woman and a man embracing, seemingly about to kiss. <br><br> Fotografía en blanco y negro de una mujer y un hombre abrazándose, a punto de besarse.",[Unknown],[Unknown],"Miami, Florida",25.7616798,-80.1917902,Stillimage,Hispanic American theater; Photograph; Stage photography; Theater--Costume; Theater--Actors; Teatro hispanoamericano; Fotografía; Fotografía escénica; Teatro--Disfraz; Teatro--Actores,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0030,histhea0030,histhea0030.jpg,,[Fotografía de la producción teatral de Doña Diabla de Ardavín con Marita Reid en Nueva York]<br><br>[Fotografía de la producción teatral de Doña Diabla de Ardavín con Marita Reid en Nueva York],,"Black and white photograph  from the production of Luis Fernández Ardavín's play ""Doña Diabla."" The image shows a woman sitting stage left and a woman [Marita Reid] standing up talking, stage right. Caption reads: Doña Diabla de Ardavín, Teatro Hispano, New York. <br><br> Fotografía en blanco y negro de la producción de la obra de Luis Fernández Ardavín, ""Doña Diabla"". La imagen muestra a una mujer sentada al lado izquierdo del escenario y a otra mujer [Marita Reid] hablando parada en el lado derecho. La leyenda lee: Doña Diabla de Ardavín, Teatro Hispano, Nueva York. ",[Unknown],[Unknown],"Nueva York, Nueva York",40.8008024,-73.945961,Stillimage,Hispanic American theater; Photograph; Stage photography; Luis Fernández Ardavín; Teatro Hispano (organization); New York (New York); Marita Reid; Actresses; Teatro hispanoamericano; Fotografía; Fotografía escénica; Luis Fernández Ardavín; Doña Diabla; Teatro Hispano (organización); Nueva York (NY); Marita Reid; Actrices,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0031,histhea0031,histhea0031.jpg,,"Maria Antonieta. Drama en un prólogo, cuatro actos y un epílogo tomado del italiano de Paolo Giacometti<br><br>Maria Antonieta. Drama in one prologue, four acts and one epilogue, adapted from  Paolo Giacometti's Italian  ",,"Prompt book cover for ""Maria Antonieta"" by Paolo Giacometti. Image is from Villalongin collection. The image is the drawing of a seated woman who appears to be larger than two buildings that flank her. <br><br> Portada del libreto de guía de ""Maria Antonieta"" de Paolo Giacometti. La imagen viene de la colección Villalongin. La imagen muestra a una mujer sentada que parece ser más grande que los dos edificios a sus costados.",,,"San Antonio, Texas",29.4241219,-98.4936282,Stillimage; Text,Script; Book covers; Maria Antonieta; Paolo Giacometti; Villalongin; Hispanic American Theater; Theater--Production and direction; Guión; Portada; Maria Antonieta; Paolo Giacometti; Villalongin; Teatro hispanoamericano; Teatro--Producción y dirección,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0032,histhea0032,histhea0032.jpg,,"[Photograph from Teatro California in Los Angeles, CA] <br><br>[Fotografía del Teatro California en Los Angeles, CA]",,"Black and white photograph of the Teatro California facade. The theater opened its doors circa 1920. The marquee advertises: ""La justicia tiene 12 años"" [1973], ""Para servir a usted"" [1971] ""Jackpot 650"" and ""Todo el horizonte para morir"" [1971]. Tickets are priced at $1.50 for three movies and free for children under 11. <br><br> Fotografía en blanco y negro de la fachada del Teatro California. El teatro abrió sus puertas cerca de 1920. La marquesina anuncia:  ""La justicia tiene 12 años"" [1973], ""Para servir a usted"" [1971] ""Jackpot 650"" y ""Todo el horizonte para morir"" [1971]. El costo de la entrada es $1.50 por tres películas y gratis para niños menores de 11 años.",,,"Los Angeles, California",34.0423242,-118.253461,Stillimage,Hispanic American theater; Photograph; Teatro California (organization); Films; Marquees; Los Angeles (California); Teatro hispanoamericano; Fotografía; Teatro California (organización); Películas; Marquesías; Los Angeles (California),images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0033,histhea0033,histhea0033.jpg,,"[Photograph of women performing in Teatro Alameda in San Antonio, TX, circa 1950]<br><br>[Fotografía de mujeres actuando en el Teatro Alameda en San Antonio, TX, alrededor de 1950]",,"Black and white photograph of women performing in costume on the stage at Teatro Alameda in San Antonio, Texas. <br><br> Fotografía en blanco y negro de mujeres actuando con vestuario, en el escenario del Teatro Alameda en San Antonio, Texas.  ",1950s,1950s,"San Antonio, Texas",29.4261001,-98.4965092,Stillimage,Hispanic American theater; Stage photography; Teatro Alameda; Theater--Costume; San Antonio (Texas); Women--Actresses; Teatro hispanoamericano; Fotografía escénica; Teatro Alameda; Teatro--Vestuario; San Antonio (Texas); Mujeres--Actrices,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0034,histhea0034,histhea0034.jpg,,[Poster for the Spanish Little Theatre production of El violinista sobre el tejado (Fiddler on the Roof)]<br><br>[Póster de la producción del Pequeño Teatro Español de El violinista sobre el tejado] ,,"Poster for the performance of ""El violinista sobre el tejado"" (""Fiddler on the Roof"") at the Spanish Little Theatre in residence at the University of Tampa, Florida, performed at McKay Auditorium. Black and white image is of a man lifting his arms in the air, a fiddler on the roof is in the background. <br><br> Póster para la puesta en escena de ""El violinista sobre el tejado"" en el Pequeño Teatro Español en residencia de la Universidad de Tampa, Florida, presentada en el Auditorio McKay. La imagen en blanco y negro muestra a un hombre con los brazos levantados en el aire; en el fondo hay un violinista sobre un tejado.",,,"Tampa, Florida",27.9482718,-82.4638138,Stillimage; Text,Hispanic American theater; Poster; Jerry Bock; Sheldong Harnick; Joseph Stein; Spanish Little Theatre (organization); University of Tampa (Florida); McKay Auditorium; Musical theater; Teatro hispanoamericano; Cartel; Jerry Bock; Sheldong Harnick; Joseph Stein;Pequeño Teatro Español (organización); Universidad de Tampa (Florida); Auditorio McKay; Teatro musical,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0035,histhea0035,histhea0035.jpg,,El debut de la Compañía Dramática de Maria Teresa Montoya<br><br>Debut of Maria Teresa Montoya's Theater Company ,Lic. Bombo,"La Prensa (San Antonio, Texas) newspaper clipping on the debut of Compañía Dramática, María Teresa Montoya's theater company. The clipping features various images of Montoya. <br><br> Recorte del periódico La Prensa (San Antonio, Texas) sobre el debut de la Compañía Dramática, la compañía de teatro de María Teresa Montoya. En el recorte aparecen varias imágenes de Montoya.",1920s,1920s,"San Antonio, Texas",29.4264787,-98.4906767,Text; Stillimage,"Hispanic American theater; Newspaper Clipping; La Prensa (San Antonio, Texas); María Teresa Montoya; Theatrical companies; Actresses; Teatro hispanoamericano; Recorte de periódico; La Prensa (San Antonio, Texas); María Teresa Montoya; Compañías teatrales; Actrices",images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0036,histhea0036,histhea0036.jpg,,[Photograph of Teatro Hispano in New York during World War II]<br><br>[Fotografía del Teatro Hispano en Nueva York durante la Segunda Guerra Mundial],,"Teatro Hispano in New York, NY, during World War II. Black and white photograph of actors holding flags representing the various Latino nations that supported the war efforts.  <br><br> Teatro Hispano en Nueva York, NY, durante la Segunda Guerra Mundial. Fotografía en blanco y negro de actores sosteniendo banderas que representan a las diversas naciones latinas que apoyaron los esfuerzos de guerra.",1940s,1940s,"Nueva York, New York",40.8008024,-73.945961,Stillimage,"Hispanic American theater; Stage photography; Teatro Hispano in New York (New York); World War II, 1939-1945; Flags; Teatro hispanoamericano; Fotografía escénica; Teatro Hispano en Nueva York (Nueva York); Segunda Guerra Mundial, 1939-1945; Banderas",images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0037,histhea0037,histhea0037.jpg,,[Photograph of Carpa García Tent Show on tour] <br><br>[Fotografía del espectáculo de carpa de Carpa García de gira],,"Black and white photograph of men riding in the Carpa García tent show truck. The Carpa García show was based in San Antonio, Texas. <br><br> Fotografía en blanco y negro de hombres en el camión de la Carpa García. El espectáculo de la Carpa García tenía su sede en San Antonio, Texas.",,,"San Antonio, Texas",29.4241219,-98.4936282,Stillimage,Hispanic American theater; Photography; Carpa; Tent shows; Circus perfomers; San Antonio (Texas); Teatro hispanoamericano; Fotografía; Espectáculos de carpa; Artistas de circo; San Antonio (Texas),images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0038,histhea0038,histhea0038.jpg,,Nuevo Círculo Dramático presents La Carreta [The Cart] by René Marqués<br><br>Nuevo Círculo Dramático presenta La Carreta de René Marqués ,New Círculo Dramático,"Flyer advertising Nuevo Círculo Dramático production of ""La Carreta"" by René Marqués featuring Miriam Colón, Raul Juliá and directed by Roberto Rodríguez Suárez. The event took place at Hunts Point Palace in New York, New York. The image is of a wheel on a wooden cart. <br><br> Folleto publicitario de Nuevo Círculo Dramático, sobre su producción ""La carreta"", de René Marqués, con actuaciones de Miriam Colón y Raúl Juliá, y dirigida por Roberto Rodríguez Suárez. El evento tuvo lugar en el Hunts Point Palace de Nueva York. La imagen muestra una rueda en un carro de madera.",1954-12-09,1954-12-09,"Nueva York, New York",40.8210069,-73.8915922,Stillimage; Text,Hispanic American theater; Flyer; Nuevo Círculo Dramático (organization); René Marqués; Miriam Colón; Raul Juliá; Roberto Rodríguez Suárez; Hunts Point Palace; New York (New York); Teatro hispanoamericano; Folleto; Nuevo Círculo Dramático (organización); René Marqués; Miriam Colón; Raul Juliá; Roberto Rodríguez Suárez; Hunts Point Palace; Nueva York (Nueva York),images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0039,histhea0039,histhea0039.jpg,,[Photograph of an empty theater house]<br><br>[Fotografía de un teatro vacío],,Black and white photograph of an empty theater. The photograph was taken from the back of the theater. The image shows empty chairs in the foreground and the stage in the background. <br><br> Fotografía en blanco y negro de un teatro vacío. La fotografía fue tomada desde la parte trasera del teatro. La imagen muestra sillas vacías en primer plano y el escenario al fondo.,,,[Unknown],,,Stillimage,Photograph; Theater; Hispanic American theater; Building; Fotografía; Teatro; Teatro hispanoamericano; Edificio,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0040,histhea0040,histhea0040.jpg,,[Photograph of a Pilar García on the slack wire] <br><br>[Fotografía de Pilar García sobre la cuerda floja],,"Black and white photograph of Pilar García of the Carpa García (also known as the García Brothers Show, in English) in San Antonio, Texas walking the slack wire. The image is a man dressed in a charro outfit, walking on the slack wire. <br><br> Fotografía en blanco y negro de Pilar García, de la Carpa García (también conocida como el Show de los Hermanos García, en inglés) en San Antonio, Texas, caminando en la cuerda floja. La imagen muestra a un hombre vestido de charro, caminando en una cuerda floja.",,,"San Antonio, Texas",29.4241219,-98.4936282,Stillimage,Hispanic American theater; Photography; Carpa; Pilar García; Carpa García [García Brothers Show] (1914-1947); Tent shows; Circus perfomers; San Antonio (Texas); Teatro hispanoamericano; Fotografía; Pilar García; Carpa García (1914-1947); Espectáculos de carpa; Artistas de circo; San Antonio (Texas,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0041,histhea0041,histhea0041.jpg,,¡Una tacita bien dulce! Kid Chocolate of Cuba<br><br>A sweet cup! Kid Chocolate of Cuba,,"Black and white flyer for a play about the famous Cuban boxer, Eligio Sardiñas Montalvo, known as Kid Chocolate. The flyer reads ""In his recent visit to the States the Kid fought nearly every week, most of his fights were knockouts."" The image is of a boxer wearing gloves, with a smaller image of a boxer knocking out another boxer. <br><br> Folleto en blanco y negro para una obra de teatro sobre el famoso boxeador cubano, Eligio Sardiñas Montalvo, conocido como Kid Chocolate. El folleto dice: ""En su reciente visita a los Estados Unidos, Kid peleó casi cada semana y la mayoría de sus peleas fueron por nocaut"". La imagen muestra a un boxeador con guantes, con una imagen más pequeña de un boxeador noqueando a otro boxeador.",,,"Nueva York, New York",40.7127753,-74.0059728,Stillimage; Text,Hispanic American theater; Flyer; Boxers (sports); Cubans; Eligio Sardiñas Montalvo (Kid Chocolate); Teatro hispanoamericano; Folleto; Boxeadores (deportes); Cubanos; Eligio Sardiñas Montalvo (Kid Chocolate),images/jpg,Span; Eng,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0042,histhea0042,histhea0042.jpg,,Dora: Galantería de la Empresa del Teatro Virginia Fabregas<br><br>Dora: The Splendor of the Virginia Fabregas Theater Company,,"Postcard featuring the black and white photograph of Dorita Ceprano taken in Mexico City's Virginia Fabregas Theater. Ceprano distributed this postcard during her performances throughout the US Southwest with Los Hermanos Areu. The image shows a woman in a two-piece costume with her arms raised abover her head. <br><br> Tarjeta postal con la fotografía en blanco y negro de Dorita Ceprano, tomada en el Teatro Virginia Fábregas de la Ciudad de México. Ceprano distribuyó esta postal durante sus actuaciones por el suroeste de los Estados Unidos con Los Hermanos Areu. La imagen muestra a una mujer con un traje de dos piezas, con los brazos levantados por encima de la cabeza.",,,"Ciudad de México, México",19.4413848,-99.165573,Stillimage,Hispanic American theater; Postcards; Dorita Ceprano; Teatro Virginia Fabregas; Hermanos Areu (organization); Southwestern United States; Women--actresses; Women singers; Mexico City (Mexico); Teatro hispanoamericano; Postales; Dorita Ceprano; Teatro Virginia Fabregas; Hermanos Areu (organización); Suroeste de Estados Unidos; Mujeres-actrices; Mujeres cantantes; Ciudad de México (México),images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0043,histhea0043,histhea0043.jpg,,"[Photograph of William Abbott, owner of Teatro La Merced in Los Angeles, CA]<br><br>[Fotografía de William Abbott, propietario del Teatro La Merced en Los Ángeles, CA]",,"Black and white photograph of Don Antonio F. Coronel, the owner of Teatro La Merced, Merced Theatre. The image is of a man reading next to a pile of swords and a guitar. <br><br> Fotografía en blanco y negro de Don Antonio F. Coronel, propietario del Teatro La Merced. La imagen muestra a un hombre leyendo junto a un montón de espadas y una guitarra.",1870s,1870s,"Los Angeles, California",34.0559982,-118.2395696,Stillimage,Hispanic American theater; Photograph; Teatro La Merced; Los Angeles (California); William Abbott; Merced Theatre; Teatro hispanoamericano; Fotografía; Teatro La Merced; Los Ángeles (California); William Abbott,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0044,histhea0044,histhea0044.jpg,,"Gabriel Navarro, La Señorita Estela (Historia de un amor)<br><br> Gabriel Navarro, The Señorita Estela (A love story)",Gabriel Navarro,"Book cover of ""La Señorita Estela,"" written by Gabriel Navarro, a famous playwright and theater critic. The book was published by Sociedad Editora Mexicana, San Diego, California. The book cover includes a black and white photograph of author. <br><br> Portada del libro ""La señorita Estela"", escrito por Gabriel Navarro, famoso dramaturgo y crítico de teatro. El libro fue publicado por la Sociedad Editora Mexicana, en San Diego, California. La cubierta del libro incluye una fotografía en blanco y negro del autor.",,,"San Diego, California",32.715738,-117.1610838,Stillimage; Text,Hispanic American theater; Book covers; Gabriel Navarro; Playwright; Theater playwright; Theater critics; Sociedad editora Mexicana; San Diego (California); Teatro hispanoamericano; Portadas de libros; Gabriel Navarro; Dramaturgo; Crítica teatral; Sociedad Editora Mexicana; San Diego (California),images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0045,histhea0045,histhea0045.jpg,,The Puerto Rican Traveling Theatre presents the World Premiere of The FM Safe [La caja de caudales] by Jaime Carrero<br><br>El Teatro Itinerante Puertorriqueño presenta el estreno mundial de La caja de caudales de Jaime Carrero,The Puerto Rican Traveling Theater,"Black and white flyer for The Puerto Rican Traveling Theatre's World Premiere of ""The FM Safe/La caja de caudales"" by Jaime Carrero. The production starred Miriam Colón, Luis Avalos, Norberto Kerner, Chino Vega, Freddy Valle and Ray Muñiz. The play was directed by Alba Oms and produced by Miriam Colón. The tagline reads: The comical, yet poignant adventures of a Puerto Rican liquor store owner and his fiery mistress fighting it out in a tough New York neighborhood. The play was presented bilingually, one day in English and the other in Spanish. The image shows a black radio with dials. <br><br>Folleto en blanco y negro para el estreno mundial de la obra ""The FM Safe/La caja de caudales"", de Jaime Carrero, por parte del Puerto Rican Traveling Theater [Teatro Itinerante Puertorriqueño]. Protagonizada por Miriam Colón, Luis Avalos, Norberto Kerner, Chino Vega, Freddy Valle y Ray Muñiz, la obra fue dirigida por Alba Oms y producida por Miriam Colón. El eslogan dice: Las cómicas y a la vez conmovedoras aventuras del dueño de una licorería puertorriqueña y su apasionada amante, que se enfrentan en un duro barrio de Nueva York. La obra se presentó de forma bilingüe, un día en inglés y otro en español. La imagen muestra una radio negra con diales.",1978-04-11,1978-04-11,"Nueva York, New York",40.7604359,-73.9881222,Text,"Hispanic American theater; Flyer; The Puerto Rican Traveling Theatre;  Jaime Carrero; Miriam Colón; Luis Avalos; Norberto Kerner; Chino Vega; Freddy Valle; Ray Muñiz; Alba Oms; Comedy; Theater, bilingual (English and Spanish); New York (New York); Actresses; Actors; Teatro hispanoamericano; Folleto; Teatro Itinerante Puertorriqueño/The Puerto Rican Traveling Theater; Jaime Carrero; Miriam Colón; Luis Avalos; Norberto Kerner; Chino Vega; Freddy Valle; Ray Muñiz; Alba Oms; Comedia; Teatro, bilingüe (inglés y español); Nueva York (Nueva York); Actrices; Actores
",images/jpg,Eng,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0046,histhea0046,histhea0046.jpg,,[Photograph of actors on stage actors performing a play by Lalo Astol]<br><br>[Fotografía de actores Fotografía en blanco y negro de actores en plena actuación de una obra escrita por Lalo Astol],,"Black and white photograph of actors performing a play by Lalo Astol at the Teatro Alameda in San Antonio, Texas. The image shows a group of four actors in long robes and head coverings sitting an the front of the stage. Two actors stand behind them with a plush butterfly toy and net. Various actors stand on both sides of the stage. <br><br> Fotografía en blanco y negro de actores en plena actuación de una obra escrita por Lalo Astol, tomada en el Teatro Alameda en San Antonio, Texas. La imagen muestra a un grupo de cuatro actores que visten túnicas largas y tocados en su cabezas, sentados en la parte delantera del escenario . Detrás de ellos hay dos actores más, con una mariposa de peluche y una red. Varios actores se sitúan a ambos lados del escenario.",,,"San Antonio, Texas",29.42658619,-98.49672982,Stillimage,Hispanic American theater; Stage photography; Theater--Costume; Teatro hispanoamericano; Fotografía escénica; Teatro--Vestuario,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0047,histhea0047,histhea0047.jpg,,[Photograph of actors performing in a play with religious themes]<br><br>[Fotografía de actores actuando en una obra de teatro de temática religiosa],,"Black and white photograph of actors performing in costume. The image shows a man swinging an object at another person, while a woman dresssed as a nun watches from behind. There is a crucifix in the background. <br><br> Fotografía en blanco y negro de actores en plena actuación y con vestuario. La imagen muestra a un hombre a punto de golpear con un objeto a otra persona, mientras una mujer vestida de monja observa desde atrás. Hay un crucifijo en el fondo. <br> Fotografía en blanco y negro de actores en plena actuación y con vestuario. La imagen muestra a un hombre a punto de golpear con un objeto a otra persona, mientras una mujer vestida de monja observa desde atrás. Hay un crucifijo en el fondo.",,,[Unknown],,,Stillimage,Hispanic American theater; Stage photography; Theater--Costume; Play--Religious aspects--Catholic Church; Teatro hispanoamericano; Fotografía escénica; Teatro--Vestuario; Obra de teatro--Aspectos religiosos--Iglesia católica,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0048,histhea0048,histhea0048.jpg,,Latino Chicago Theater Company presenta A Media Luz Los Tres de Miguel Mihura<br><br>Latino Chicago Theater Company presents A Media Luz Los Tres [All Three in the Half Light] by Miguel Mihura,Latino Chicago Theater Company,"Poster for the Latino Chicago Theater Company's performance of ""A Media Luz Los Tres"" by Miguel Mihura. The play was directed by Ramiro Carrillo, cinematography and costumes by David Traversa, and sound by Luis Tacoronte. The play was performed at Latino Chicago's Show-case Studio Theater. The image shows a hand holding up three fingers and each finger has a face drawn on it. <br><br> Póster de la presentación de la obra ""A media luz los tres"", de Miguel Mihura, por la Compañía de Teatro Latino de Chicago. La obra fue dirigida por Ramiro Carrillo. La fotografía y el vestuario fueron de David Traversa, y Luis Tacoronte estuvo a cargo del sonido. La obra se presentó en un certamen de la Compañía de Teatro Latino de Chicago. La imagen muestra una mano con tres dedos extendidos y en cada dedo está dibujada una cara.",1980-01-28,1980-01-28,"Chicago, Illinois",41.9510167,-87.6540732,Stillimage; Text,Hispanic American theater; Poster; Latino Chicago Theater Company; Miguel Mihura; Ramiro Carrillo; Hispanic American theater producers and directors; Cinematographers;  Theater--Costumes; David Traversa; Luis Tacoronte; Spanish drama--20th century; Teatro hispanoamericano; Póster; Compañía de Teatro Latino de Chicago; Miguel Mihura; Ramiro Carrillo; Productores y directores de teatro hispanoamericano; Cinematógrafos; Teatro--Vestuario; David Traversa; Luis Tacoronte; Drama español-siglo XX,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0049,histhea0049,histhea0049.jpg,,[Photograph of Centro Español de Tampa]<br><br>[Fotografía del Centro Español de Tampa],,"Black and white photograph of the rebuilt Centro Español de Tampa [circa 1900], which replaced the original building after it burned down. Centro Español de Tampa was a  mutual aid society that included a theater company. <br><br> Fotografía en blanco y negro del reconstruido Centro Español de Tampa [hacia 1900], que sustituyó al edificio original tras su incendio. El Centro Español de Tampa era una sociedad de ayuda mutua que incluía una compañía de teatro.",1900,1900,"Tampa, Florida",27.9617916,-82.4834171,Stillimage,Hispanic American theater; Photograph; Centro Español de Tampa (organization); Mutual aid societies; Building; Teatro hispanoamericano; Fotografía; Centro Español de Tampa (organización); Sociedades de ayudua mutuo; Edificio,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0050,histhea0050,histhea0050.jpg,,"[Photograph of the first Centro Español de Tampa building, circa 1880s-1890s]<br><br>[Fotografía del primer edificio del Centro Español de Tampa, alrededor de los años 1880-1890]",,Black and white photograph of the first Centro Español de Tampa building [circa 1880s-1890s]. The image shows a train in front of a building with people standing near it. <br><br> Fotografía en blanco y negro del primer edificio del Centro Español de Tampa [alrededor de los años 1880-1890]. La imagen muestra un tren delante de un edificio con gente de pie cerca de él.,1880s-1890s,1880s-1890s,"Tampa, Florida",27.9617916,-82.4834171,Stillimage,Hispanic American theater; Photograph; Centro Español de Tampa (organization); Mutual aid societies; Building; Train; Teatro hispanoamericano; Fotografía; Centro Español de Tampa (organización); Sociedades de ayuda mutua; Edificio; Tren,images/jpg,,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0051,histhea0051,histhea0051.jpg,,"Proceso a cuatro monjas de Valdimiro Cajoli, Miami-Dade, New World Center Campus<br><br>Proceso a cuatro monjas[Trial of Four Nuns] by Valdimiro Cajoli, Miami-Dade, New World Center Campus",,"Black and white poster for Valdimiro Cajoli's ""Proceso a cuatro monjas,"" [""Trial of four nuns""] performed at the Miami-Dade New World Center Campus. The image is of a stylized rock with a crucifix. <br><br> Póster en blanco y negro para ""Proceso a cuatro monjas"", de Valdimiro Cajoli, presentado en el Miami-Dade New World Center Campus. La imagen muestra una roca estilizada con un crucifijo.",1977,1977,"Miami, FL ",25.7782149,-80.1898303,Text; Stillimage,"Hispanic American theater; Poster; Vladimiro Cajoili; Play--Religious aspects--Catholic Church; World War, 1939-1945--Fiction; Teatro hispanoamericano; Póster; Vladimiro Cajoili; Obra de teatro--Aspectos religiosos--Iglesia católica; Guerra mundial, 1939-1945--Ficción",images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0052,histhea0052,histhea0052.jpg,,La Sacerdotiza del Arte Celebra Esta Noche su Función de Gala. Entrevistando a Virginia.<br><br>The Priestess of Art Celebrates Tonight at her Gala. Interviewing Virginia.,El Heraldo de México,"Clipping from Los Angeles newspaper, El Heraldo de México, on Virginia Fabregas, who toured throughout the US Southwest and world wide. The clipping includes a photograph of Fabregas; the caption notes that she will be attending a benefit event in Lyceum Hall. <br><br> Recorte del periódico de Los Ángeles, El Heraldo de México, sobre Virginia Fábregas, quien realizó una gira por el suroeste de los Estados Unidos y otras partes del mundo. El recorte incluye una fotografía de Fábregas, y el pie de foto señala que asistirá a un acto benéfico en el Lyceum Hall.",1918-12-31,1918-12-31,"Los Angeles, California",34.0522342,-118.2436849,Text; Stillimage,"Hispanic American theater; Newspaper Clipping; El Heraldo de Mexico (Los Angeles, California); Virginia Fabregas; Interviews; Actresses; Teatro hispanoamericano; Recorte de periódico; El Heraldo de México (Los Ángeles, California); Virginia Fábregas; Entrevistas; Actrices",images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
histhea0053,histhea0053,histhea0053.jpg,,"Circo Escalante Hnos. [Hermanos] compañía de baile y variedades, carpas situadas en el extremo oeste de la calle Congress, función de beneficio<br><br>Escalante Brothers Circus, dance and variety company, tents located at the far west end of Congress Street, benefit show",,"News announcement about Circo Escalante Hermanos [Escalante Brothers Circus] benefit show to raise money for Alfredo Grijalva's defense. Grijalva was accused of killing a sheriff in Arizona. The circus acts included zarzuelas, couplets and recitaciones. The announcement includes a black and white photograph of Grijalva and  a photograph of a couple in traditional Mexican clothes. <br><br> Anuncio de noticias sobre el espectáculo benéfico del Circo Escalante Hermanos para recaudar dinero para la defensa de Alfredo Grijalva. Grijalva fue acusado de matar a un sheriff en Arizona. Los actos del circo incluían zarzuelas, coplas y recitaciones. El anuncio incluye una fotografía en blanco y negro de Grijalva y una fotografía de una pareja con ropa tradicional mexicana.",1927-03-29,1927-03-29,"Phoenix, Arizona",33.4483771,-112.0740373,Text,Hispanic American theater; Advertisement; Benefit performances; Carpa; Tent shows; Circus; Teatro hispanoamericano; Publicidad; Espectáculos benéficos; Espectáculos de carpa; Circo,images/jpg,Span,Arte Público Press,https://artepublicopress.com/permissions/,,,,,
